,actual_answer,predicted_answer,answer_match
623,royal exhibition building,"where was the first federal parliament convened in 1901? [sep] at the time of australia's federation on 1 january 1901, melbourne became the seat of government of the federation. the first federal parliament was convened on 9 may 1901 in the royal exhibition building, subsequently moving to the victorian parliament house where it was located until 1927, when it was moved to canberra. the governor - general of australia resided at government house in melbourne until 1930 and many major national institutions remained in melbourne well into the twentieth century. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
624,radio wave,"which the two axes of the ellipse are equal ). in linear polarization the electric field of the radio wave oscillates back and forth along one direction ; this can be affected by the mounting of the antenna but usually the desired direction is either horizontal or vertical polarization. in circular polarization, the electric field ( and magnetic field ) of the radio wave rotates at the radio frequency circularly around the axis of propagation. circular or elliptically polarized radio waves are designated as right - handed or left - handed using the "" thumb in",1.0
625,,,
626,united states,[cls] korean presbyterian missionaries being sent over seas are second in numbers to only which other country? [sep] korean presbyterian denominations are active in,0.0
627,,"biographer tim heald that philip was "" an english gentleman "". [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
628,,,
629,two centuries,", maldives and bengal",0.0
630,colored twice with coccus,,0.0
631,nazi germany,,0.0
632,ireland playing scotland,,0.0
633,chattanooga,,0.0
634,asia house festival of asian literature,"along with the british film institute, sponsors the "" the times "" bfi london film festival",0.0
635,eastern,,0.0
636,tower control,,0.0
637,,"is today the central african republic has been inhabited for millennia ; however, the country's current borders were established by france, which ruled the country as a colony starting in the late 19th century. after gaining independence from france in 1960, the central african republic was ruled by a series of autocratic leaders ; by the 1990s, calls for democracy led to the first multi - party democratic elections in 1993. ang",
638,stalin,"the other, and a written commitment that neither party would ally itself to, or aid, an enemy of the other party. in addition to stipulations of non - aggression, the treaty included a secret protocol that divided territories of romania, poland, lithuania, latvia, estonia, and finland into german and soviet "" spheres of influence "", anticipating potential "" territorial and political rearrangements "" of these countries. thereafter, germany invaded poland on 1 september 1939. after the soviet – japanese ceasefire agreement took effect on 16 september, stalin ordered his own invasion of poland on 17 september. part of southeastern ( karelia ) and salla region in finland were annexed by the soviet union after the winter war. this was followed by soviet annexations of estonia, latvia, lithuania, and parts of romania (",1.0
639,george sand,,0.0
640,two,,0.0
641,,"[cls] what did broca leave neurosurgery to study? [sep] broca, being what today would be called a neurosurgeon, had taken an interest in the pathology of speech. he wanted to localize the difference between man and the other animals, which appeared to reside in speech. he discovered the speech center of the human brain, today called broca's area after him. his interest was mainly in biological anthropology, but a german philosopher specializing in psychology, theodor waitz, took up the theme of general and social anthropology in his six - volume work, entitled die anthropologie der naturvolker, 1859 – 1864. the title was soon translated as "" the anthropology of primitive peoples "". the last two volumes were",
642,,,
643,,,
644,demographic transition,,0.0
645,"neuronal synapses,","the observed deficit. further, it is not sufficient to describe memory, and its counterpart, learning, as solely dependent on specific brain regions. learning and memory are attributed to changes in neuronal synap",0.0
646,louis vii,"who's reign was the construction of notre dame cathedral? [sep] by the end of the 12th century, paris had become the political, economic, religious, and cultural capital of france. the ile de la cite was the site of the royal palace. in 1163, during the reign of louis vii, maurice de sully, bishop of paris, undertook the construction of the notre dame cathedral at its eastern extremity. the left bank was the site of the university of paris, a corporation of students and teachers formed",1.0
647,,,
648,pangaea,,0.0
649,,,
650,,,
651,the phagmodrupa,"who lost their power over tibet? [sep] dreyfus writes that after the phagmodrupa lost its centralizing power over tibet in 1434, several attempts by other families to establish hegemonies failed over the next two centuries until 1642 with the 5th dalai lama's effective hegemony over tibet. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
652,extremely,"are spoken as well, mostly along the borders ; mandarin and huizhou dialects are spoken on the border with anhui, while min dialects are spoken on the border with fujian. ( see hangzhou dialect, shaoxing dialect, ni",0.0
653,the entente,,0.0
654,monroe county,"of frenchtown? [sep] from 1805 to 1847, detroit was the capital of michigan ( first the territory, then the state ). detroit surrendered without a fight to british troops during the war of 1812 in the siege of detroit. the battle of frenchtown ( january 18 – 23, 1813 ) was part of a united states effort to retake the city, and american troops suffered their highest fatalities of any battle in the war. this battle is commemorated at river raisin",0.0
655,education reform act,,0.0
656,,"view did anglo - americans combine? [sep] contemporaneously with the rise of analytic ethics in anglo - american thought, in europe several new lines of philosophy directed at critique of existing societies arose between the 1950s and 1980s. most of these took elements of marxist economic analysis, but combined them with a more cultural or ideological emphasis. out of the frankfurt school, thinkers like herbert marcuse, theodor w. adorno, max horkheimer, and jurgen habermas combined marxian and freudian perspectives. along somewhat different lines, a number of other continental thinkers — still largely influenced by marxism — put new emphases on structuralism and on a "" return to hegel "". within the ( post - ) structuralist line ( though mostly not taking that label ) are thinkers such as gilles deleuze, michel foucault, claude lefort, and jean baudrillard. the situationists were more influenced by hegel ; guy debord, in particular, moved a marxist analysis of commodity fetishism to the realm of consumption, and looked at the relation between consumerism and dominant ideology formation. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
657,the doctrine of anattā (sanskrit anātman),,0.0
658,,"son alfred ( "" affie "" ) died ; "" oh, god! my poor darling affie gone too "", she wrote in her",
659,,,
660,120,,0.0
661,franco columbu,sixth,0.0
662,england,"popes, cardinals, bishops, legates, inquisitors, confessors of princes, ambassadors, and paciarii ( enforcers of the peace",0.0
663,seven,czech marks subject nouns with nominative case and object nouns with accusative case. the genitive case marks,0.0
664,,,
665,,,
666,1966,"subsidiary of japanese conglomerate sony corporation. in 1929, the enterprise was first founded as american record corporation ( arc ) and, in 1938, was renamed columbia recording corporation, following arc's acquisition by cbs. in 1966, the company was reorganized to become cbs records. in 1987, sony corporation of japan bought the company, and in 1991, renamed it sme. it is the world's second largest recorded music company, after universal music",1.0
